sheet,row_idx,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Introduction,0,File documentation for Academic Library Data File: Fiscal year 2021,,,,,,,,,
Introduction,1,(Final/revised release),,,,,,,,,
Introduction,2,,,,,,,,,,
Introduction,3,Filename,AL2021,,,,,,,,
Introduction,4, Provisional release:,December 2022,,,,,,,,
Introduction,5,Filename,AL2021_RV,,,,,,,,
Introduction,6,  Final/revised release:,December 2023,,,,,,,,
Introduction,7,,,,,,,,,,
Introduction,8,Overview,"The Academic Library survey became part of the Integrated Postsecondary Education Data system in collection year 2014-15.   Data include characteristics of the library, collections, expenditures and services. The number of full-time equivalent staff employed by the library were added this fiscal year.  Library data are only applicable for degree-granting institutions.  Degree-granting institutions with total expenditures over $100,000 dollars will have expenditure data. In 2016-17 the types of collections was expanded to collect information on physical and electronic serials.",,,,,,,,
Introduction,9,Note,"Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) Web Tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match First Look Web Tables based on provisional data. ",,,,,,,,,,,,,,,,,,
Introduction,10,,,,,,,,,,
Introduction,11,Contents of spreadsheet,,,,,,,,,
Introduction,12,,,,,,,,,,
Introduction,13,Varlist,"Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).  It all also lists the variable name of all imputation flag variables for each continuous variable. Imputation flag variable describes whether a value for the corresponding variable was reported, imputed or not applicable.",,,,,,,,
Introduction,14,Description,Long description or glossary definition of a variable. ,,,,,,,,
Introduction,15,Frequencies,This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.(provisional release),,,,,,,,
Introduction,16,Statistics,"This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. (provisional release)",,,,,,,,
Introduction,17,FrequenciesRV,This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.(final/revised release),,,,,,,,
Introduction,18,StatisticsRV,"This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file.(final/revised release)",,,,,,,,
Introduction,19,Imputation code values,This worksheet lists the code values for all imputation flag variables.,,,,,,,,
varlist,0,varnumber,varname,DataType,Fieldwidth,format,imputationvar,varTitle
FrequenciesRV,742
FrequenciesRV,743
FrequenciesRV,744
FrequenciesRV,745
FrequenciesRV,746
FrequenciesRV,747
FrequenciesRV,748
FrequenciesRV,749
FrequenciesRV,750
FrequenciesRV,751
FrequenciesRV,752
FrequenciesRV,753
FrequenciesRV,754
FrequenciesRV,755
FrequenciesRV,756
FrequenciesRV,757
FrequenciesRV,758
FrequenciesRV,759
FrequenciesRV,760
FrequenciesRV,761
FrequenciesRV,762
FrequenciesRV,763
FrequenciesRV,764
FrequenciesRV,765
FrequenciesRV,766
FrequenciesRV,767
FrequenciesRV,768
FrequenciesRV,769
FrequenciesRV,770
FrequenciesRV,771
FrequenciesRV,772
FrequenciesRV,773
FrequenciesRV,774
FrequenciesRV,775
FrequenciesRV,776
FrequenciesRV,777
FrequenciesRV,778
FrequenciesRV,779
FrequenciesRV,780
FrequenciesRV,781
FrequenciesRV,782
FrequenciesRV,783
FrequenciesRV,784
FrequenciesRV,785
FrequenciesRV,786
FrequenciesRV,787
FrequenciesRV,788
FrequenciesRV,789
FrequenciesRV,790
FrequenciesRV,791
FrequenciesRV,792
FrequenciesRV,793
FrequenciesRV,794
FrequenciesRV,795
FrequenciesRV,796
FrequenciesRV,797
FrequenciesRV,798
FrequenciesRV,799
FrequenciesRV,800
FrequenciesRV,801
FrequenciesRV,802
FrequenciesRV,803
FrequenciesRV,804
FrequenciesRV,805
FrequenciesRV,806
FrequenciesRV,807
FrequenciesRV,808
FrequenciesRV,809
FrequenciesRV,810
FrequenciesRV,811
FrequenciesRV,812
FrequenciesRV,813
FrequenciesRV,814
FrequenciesRV,815
FrequenciesRV,816
FrequenciesRV,817
FrequenciesRV,818
FrequenciesRV,819
FrequenciesRV,820
FrequenciesRV,821
FrequenciesRV,822
FrequenciesRV,823
FrequenciesRV,824
FrequenciesRV,825
FrequenciesRV,826
FrequenciesRV,827
FrequenciesRV,828
FrequenciesRV,829
FrequenciesRV,830
FrequenciesRV,831
FrequenciesRV,832
FrequenciesRV,833
FrequenciesRV,834
FrequenciesRV,835
FrequenciesRV,836
FrequenciesRV,837
FrequenciesRV,838
FrequenciesRV,839
FrequenciesRV,840
FrequenciesRV,841
FrequenciesRV,842
FrequenciesRV,843
FrequenciesRV,844
FrequenciesRV,845
FrequenciesRV,846
FrequenciesRV,847
FrequenciesRV,848
FrequenciesRV,849
FrequenciesRV,850
FrequenciesRV,851
FrequenciesRV,852
FrequenciesRV,853
FrequenciesRV,854
FrequenciesRV,855
FrequenciesRV,856
FrequenciesRV,857
FrequenciesRV,858
FrequenciesRV,859
FrequenciesRV,860
FrequenciesRV,861
FrequenciesRV,862
FrequenciesRV,863
FrequenciesRV,864
FrequenciesRV,865
FrequenciesRV,866
FrequenciesRV,867
FrequenciesRV,868
FrequenciesRV,869
FrequenciesRV,870
FrequenciesRV,871
FrequenciesRV,872
FrequenciesRV,873
FrequenciesRV,874
FrequenciesRV,875
FrequenciesRV,876
FrequenciesRV,877
FrequenciesRV,878
FrequenciesRV,879
FrequenciesRV,880
FrequenciesRV,881
FrequenciesRV,882
FrequenciesRV,883
FrequenciesRV,884
FrequenciesRV,885
FrequenciesRV,886
FrequenciesRV,887
FrequenciesRV,888
FrequenciesRV,889
FrequenciesRV,890
FrequenciesRV,891
FrequenciesRV,892
FrequenciesRV,893
FrequenciesRV,894
FrequenciesRV,895
FrequenciesRV,896
FrequenciesRV,897
FrequenciesRV,898
FrequenciesRV,899
FrequenciesRV,900
FrequenciesRV,901
FrequenciesRV,902
FrequenciesRV,903
FrequenciesRV,904
FrequenciesRV,905
FrequenciesRV,906
FrequenciesRV,907
FrequenciesRV,908
FrequenciesRV,909
FrequenciesRV,910
FrequenciesRV,911
FrequenciesRV,912
FrequenciesRV,913
FrequenciesRV,914
FrequenciesRV,915
FrequenciesRV,916
FrequenciesRV,917
FrequenciesRV,918
FrequenciesRV,919
FrequenciesRV,920
FrequenciesRV,921
FrequenciesRV,922
FrequenciesRV,923
FrequenciesRV,924
FrequenciesRV,925
FrequenciesRV,926
FrequenciesRV,927
FrequenciesRV,928
FrequenciesRV,929
FrequenciesRV,930
FrequenciesRV,931
FrequenciesRV,932
FrequenciesRV,933
FrequenciesRV,934
FrequenciesRV,935
FrequenciesRV,936
FrequenciesRV,937
FrequenciesRV,938
FrequenciesRV,939
FrequenciesRV,940
FrequenciesRV,941
FrequenciesRV,942
FrequenciesRV,943
FrequenciesRV,944
FrequenciesRV,945
FrequenciesRV,946
FrequenciesRV,947
FrequenciesRV,948
FrequenciesRV,949
FrequenciesRV,950
FrequenciesRV,951
FrequenciesRV,952
FrequenciesRV,953
FrequenciesRV,954
FrequenciesRV,955
FrequenciesRV,956
FrequenciesRV,957
FrequenciesRV,958
FrequenciesRV,959
FrequenciesRV,960
FrequenciesRV,961
FrequenciesRV,962
FrequenciesRV,963
FrequenciesRV,964
FrequenciesRV,965
FrequenciesRV,966
FrequenciesRV,967
FrequenciesRV,968
FrequenciesRV,969
FrequenciesRV,970
FrequenciesRV,971
FrequenciesRV,972
FrequenciesRV,973
FrequenciesRV,974
FrequenciesRV,975
FrequenciesRV,976
FrequenciesRV,977
FrequenciesRV,978
FrequenciesRV,979
FrequenciesRV,980
FrequenciesRV,981
FrequenciesRV,982
FrequenciesRV,983
FrequenciesRV,984
FrequenciesRV,985
FrequenciesRV,986
FrequenciesRV,987
FrequenciesRV,988
FrequenciesRV,989
FrequenciesRV,990
FrequenciesRV,991
FrequenciesRV,992
FrequenciesRV,993
FrequenciesRV,994
FrequenciesRV,995
FrequenciesRV,996
FrequenciesRV,997
FrequenciesRV,998
FrequenciesRV,999
FrequenciesRV,1000
FrequenciesRV,1001
FrequenciesRV,1002
FrequenciesRV,1003
FrequenciesRV,1004
FrequenciesRV,1005
FrequenciesRV,1006
FrequenciesRV,1007
FrequenciesRV,1008
FrequenciesRV,1009
FrequenciesRV,1010
FrequenciesRV,1011
FrequenciesRV,1012
FrequenciesRV,1013
FrequenciesRV,1014
FrequenciesRV,1015
FrequenciesRV,1016
FrequenciesRV,1017
FrequenciesRV,1018
FrequenciesRV,1019
FrequenciesRV,1020
FrequenciesRV,1021
FrequenciesRV,1022
FrequenciesRV,1023
FrequenciesRV,1024
FrequenciesRV,1025
FrequenciesRV,1026
FrequenciesRV,1027
FrequenciesRV,1028
FrequenciesRV,1029
FrequenciesRV,1030
FrequenciesRV,1031
FrequenciesRV,1032
FrequenciesRV,1033
FrequenciesRV,1034
FrequenciesRV,1035
FrequenciesRV,1036
FrequenciesRV,1037
FrequenciesRV,1038
FrequenciesRV,1039
FrequenciesRV,1040
FrequenciesRV,1041
FrequenciesRV,1042
FrequenciesRV,1043
FrequenciesRV,1044
FrequenciesRV,1045
FrequenciesRV,1046
FrequenciesRV,1047
FrequenciesRV,1048
FrequenciesRV,1049
FrequenciesRV,1050
FrequenciesRV,1051
FrequenciesRV,1052
FrequenciesRV,1053
FrequenciesRV,1054
FrequenciesRV,1055
FrequenciesRV,1056
FrequenciesRV,1057
FrequenciesRV,1058
FrequenciesRV,1059
FrequenciesRV,1060
FrequenciesRV,1061
FrequenciesRV,1062
FrequenciesRV,1063
FrequenciesRV,1064
FrequenciesRV,1065
FrequenciesRV,1066
FrequenciesRV,1067
FrequenciesRV,1068
FrequenciesRV,1069
FrequenciesRV,1070
FrequenciesRV,1071
FrequenciesRV,1072
FrequenciesRV,1073
FrequenciesRV,1074
FrequenciesRV,1075
FrequenciesRV,1076
FrequenciesRV,1077
FrequenciesRV,1078
FrequenciesRV,1079
FrequenciesRV,1080
FrequenciesRV,1081
FrequenciesRV,1082
FrequenciesRV,1083
FrequenciesRV,1084
FrequenciesRV,1085
FrequenciesRV,1086
FrequenciesRV,1087
FrequenciesRV,1088
FrequenciesRV,1089
FrequenciesRV,1090
FrequenciesRV,1091
FrequenciesRV,1092
FrequenciesRV,1093
FrequenciesRV,1094
FrequenciesRV,1095
FrequenciesRV,1096
FrequenciesRV,1097
FrequenciesRV,1098
FrequenciesRV,1099
FrequenciesRV,1100
FrequenciesRV,1101
FrequenciesRV,1102
FrequenciesRV,1103
FrequenciesRV,1104
FrequenciesRV,1105
FrequenciesRV,1106
FrequenciesRV,1107
FrequenciesRV,1108
FrequenciesRV,1109
FrequenciesRV,1110
FrequenciesRV,1111
FrequenciesRV,1112
FrequenciesRV,1113
FrequenciesRV,1114
FrequenciesRV,1115
FrequenciesRV,1116
FrequenciesRV,1117
FrequenciesRV,1118
FrequenciesRV,1119
FrequenciesRV,1120
FrequenciesRV,1121
FrequenciesRV,1122
FrequenciesRV,1123
FrequenciesRV,1124
FrequenciesRV,1125
FrequenciesRV,1126
FrequenciesRV,1127
FrequenciesRV,1128
FrequenciesRV,1129
FrequenciesRV,1130
FrequenciesRV,1131
FrequenciesRV,1132
FrequenciesRV,1133
FrequenciesRV,1134
FrequenciesRV,1135
FrequenciesRV,1136
FrequenciesRV,1137
FrequenciesRV,1138
FrequenciesRV,1139
FrequenciesRV,1140
FrequenciesRV,1141
FrequenciesRV,1142
FrequenciesRV,1143
FrequenciesRV,1144
FrequenciesRV,1145
FrequenciesRV,1146
FrequenciesRV,1147
FrequenciesRV,1148
FrequenciesRV,1149
FrequenciesRV,1150
FrequenciesRV,1151
FrequenciesRV,1152
FrequenciesRV,1153
FrequenciesRV,1154
FrequenciesRV,1155
FrequenciesRV,1156
FrequenciesRV,1157
FrequenciesRV,1158
FrequenciesRV,1159
FrequenciesRV,1160
FrequenciesRV,1161
FrequenciesRV,1162
FrequenciesRV,1163
FrequenciesRV,1164
FrequenciesRV,1165
FrequenciesRV,1166
FrequenciesRV,1167
FrequenciesRV,1168
FrequenciesRV,1169
FrequenciesRV,1170
FrequenciesRV,1171
FrequenciesRV,1172
FrequenciesRV,1173
FrequenciesRV,1174
FrequenciesRV,1175
FrequenciesRV,1176
FrequenciesRV,1177
FrequenciesRV,1178
FrequenciesRV,1179
FrequenciesRV,1180
FrequenciesRV,1181
FrequenciesRV,1182
FrequenciesRV,1183
FrequenciesRV,1184
FrequenciesRV,1185
FrequenciesRV,1186
FrequenciesRV,1187
FrequenciesRV,1188
FrequenciesRV,1189
FrequenciesRV,1190
FrequenciesRV,1191
FrequenciesRV,1192
FrequenciesRV,1193
FrequenciesRV,1194
FrequenciesRV,1195
FrequenciesRV,1196
FrequenciesRV,1197
FrequenciesRV,1198
FrequenciesRV,1199
FrequenciesRV,1200
FrequenciesRV,1201
FrequenciesRV,1202
FrequenciesRV,1203
FrequenciesRV,1204
FrequenciesRV,1205
FrequenciesRV,1206
FrequenciesRV,1207
FrequenciesRV,1208
FrequenciesRV,1209
FrequenciesRV,1210
FrequenciesRV,1211
FrequenciesRV,1212
FrequenciesRV,1213
FrequenciesRV,1214
FrequenciesRV,1215
FrequenciesRV,1216
FrequenciesRV,1217
FrequenciesRV,1218
FrequenciesRV,1219
FrequenciesRV,1220
FrequenciesRV,1221
FrequenciesRV,1222
FrequenciesRV,1223
FrequenciesRV,1224
FrequenciesRV,1225
FrequenciesRV,1226
FrequenciesRV,1227
FrequenciesRV,1228
FrequenciesRV,1229
FrequenciesRV,1230
FrequenciesRV,1231
FrequenciesRV,1232
FrequenciesRV,1233
FrequenciesRV,1234
FrequenciesRV,1235
FrequenciesRV,1236
FrequenciesRV,1237
FrequenciesRV,1238
FrequenciesRV,1239
FrequenciesRV,1240
FrequenciesRV,1241
FrequenciesRV,1242
FrequenciesRV,1243
FrequenciesRV,1244
FrequenciesRV,1245
FrequenciesRV,1246
FrequenciesRV,1247
FrequenciesRV,1248
FrequenciesRV,1249
FrequenciesRV,1250
FrequenciesRV,1251
FrequenciesRV,1252
FrequenciesRV,1253
FrequenciesRV,1254
FrequenciesRV,1255
FrequenciesRV,1256
FrequenciesRV,1257
FrequenciesRV,1258
FrequenciesRV,1259
FrequenciesRV,1260
FrequenciesRV,1261
FrequenciesRV,1262
FrequenciesRV,1263
FrequenciesRV,1264
FrequenciesRV,1265
FrequenciesRV,1266
FrequenciesRV,1267
FrequenciesRV,1268
FrequenciesRV,1269
FrequenciesRV,1270
FrequenciesRV,1271
FrequenciesRV,1272
FrequenciesRV,1273
FrequenciesRV,1274
FrequenciesRV,1275
FrequenciesRV,1276
FrequenciesRV,1277
FrequenciesRV,1278
FrequenciesRV,1279
FrequenciesRV,1280
FrequenciesRV,1281
FrequenciesRV,1282
FrequenciesRV,1283
FrequenciesRV,1284
FrequenciesRV,1285
FrequenciesRV,1286
FrequenciesRV,1287
FrequenciesRV,1288
FrequenciesRV,1289
FrequenciesRV,1290
FrequenciesRV,1291
FrequenciesRV,1292
FrequenciesRV,1293
FrequenciesRV,1294
FrequenciesRV,1295
FrequenciesRV,1296
FrequenciesRV,1297
FrequenciesRV,1298
FrequenciesRV,1299
FrequenciesRV,1300
FrequenciesRV,1301
FrequenciesRV,1302
FrequenciesRV,1303
FrequenciesRV,1304
FrequenciesRV,1305
FrequenciesRV,1306
FrequenciesRV,1307
FrequenciesRV,1308
FrequenciesRV,1309
FrequenciesRV,1310
FrequenciesRV,1311
FrequenciesRV,1312
FrequenciesRV,1313
FrequenciesRV,1314
FrequenciesRV,1315
FrequenciesRV,1316
FrequenciesRV,1317
FrequenciesRV,1318
FrequenciesRV,1319
FrequenciesRV,1320
FrequenciesRV,1321
FrequenciesRV,1322
FrequenciesRV,1323
FrequenciesRV,1324
FrequenciesRV,1325
FrequenciesRV,1326
FrequenciesRV,1327
FrequenciesRV,1328
FrequenciesRV,1329
FrequenciesRV,1330
FrequenciesRV,1331
FrequenciesRV,1332
FrequenciesRV,1333
FrequenciesRV,1334
FrequenciesRV,1335
FrequenciesRV,1336
StatisticsRV,0,varnumber,varname,n,sum,mean,min,max,varTitle
StatisticsRV,1,160105,LPBOOKS,3586,721418567,201176.39905186839,0,14440248,Number of physical books
StatisticsRV,2,160110,LEBOOKS,3765,1396687118,370966.03399734397,0,59214968,Number of digital/electronic books
StatisticsRV,3,160115,LEDATAB,3765,2126994,564.9386454183267,0,655254,Number of digital/electronic databases
StatisticsRV,4,160120,LPMEDIA,3586,158749550,44269.255437813721,0,19948826,Number of physical media
StatisticsRV,5,160125,LEMEDIA,3765,670061640,177971.21912350599,0,65600215,Number of digital/electronic media
StatisticsRV,6,160300,LPSERIA,3586,23521809,6559.3443948689346,0,987419,Number of physical serials
StatisticsRV,7,160305,LESERIA,3765,596409725,158408.95750332007,0,110894726,Number of electronic serials
StatisticsRV,8,160130,LPCLLCT,3586,903689926,252004.99888455102,8,27994052,"Total physical library collections (books, media and serials)"
StatisticsRV,9,160135,LECLLCT,3765,2665285477,707911.14926958829,0,235714001,"Total electronic library collections (books, databases, media and serials)"
StatisticsRV,10,160136,LTCLLCT,3765,3568975403,947935.03399734397,1,235747267,Total library collections (physical and electronic)
StatisticsRV,11,160140,LPCRCLT,3586,13841376,3859.8371444506415,0,314434,Total physical library circulations (books and media)
StatisticsRV,12,160145,LECRCLT,3765,1079661354,286762.6438247012,0,53618835,Total digital/electronic circulations (books and media)
StatisticsRV,13,160146,LTCRCLT,3765,1093502730,290438.97211155377,0,53639647,Total library circulations (physical and digital/electronic)
StatisticsRV,14,160210,LILLDPR,2978,4976114,1670.9583613163197,0,74537,Total interlibrary loans and documents provided to other libraries
StatisticsRV,15,160215,LILLDRC,2978,4416758,1483.1289456010745,0,70924,Total interlibrary loans and documents received
StatisticsRV,16,160330,LSTOTAL,3530,70622.26999999996,20.006308781869677,0,729.11,Total library FTE staff
StatisticsRV,17,160335,LSLIBRN,3530,24506.690000000002,6.9424050991501423,0,387.09,Librarians FTE staff
StatisticsRV,18,160340,LSOPROF,3530,10539.699999999999,2.985750708215297,0,145,Other professional FTE staff
StatisticsRV,19,160345,LSOPAID,3530,20483.32,5.8026402266288954,0,308,All other paid FTE staff (Except Student Assistants)
StatisticsRV,20,160350,LSSTAST,3530,15092.560000000001,4.2755127478753545,0,264,Student assistants FTE
StatisticsRV,21,160150,LBRANCH,2860,2909,1.0171328671328672,0,29,Number of branches and independent libraries
StatisticsRV,22,160155,LSALWAG,2860,3352002655,1172028.9003496503,0,54765322,Total salaries and wages from the library budget
StatisticsRV,23,160165,LFRNGBN,2860,806347149,281939.5625874126,0,20175307,Total fringe benefits
StatisticsRV,24,160170,LEXMSBB,2860,500813843,175109.73531468533,0,15788241,"One-time purchases of books, serial backfiles, and other materials"
StatisticsRV,25,160175,LEXMSCS,2860,2467404094,862728.7041958042,0,20760378,Ongoing commitments to subscriptions
StatisticsRV,26,160180,LEXMSOT,2860,154611810,54060.073426573428,0,9024496,Other materials/services expenditures
StatisticsRV,27,160185,LEXMSTL,2860,3122829747,1091898.5129370629,0,41911755,Total materials/services expenditures
StatisticsRV,28,160190,LEXOMPS,2860,18102993,6329.7178321678321,0,986615,Preservation services
StatisticsRV,29,160195,LEXOMOT,2860,673333112,235431.15804195803,0,61481682,Other operation and maintenance expenditures
StatisticsRV,30,160200,LEXOMTL,2860,691436105,241760.87587412586,0,61899990,Total operations and maintenance expenditures
StatisticsRV,31,160205,LEXPTOT,2860,7972615656,2787627.8517482518,100000,178752374,"Total expenditures (salaries/wages, benefits, materials/services, and operations/maintenance)"
StatisticsRV,32,160206,LSWMSOM,2860,7166268507,2505688.2891608393,78210,158577067,"Salaries/wages, materials/services, and operations/maintenance"
StatisticsRV,33,,,,,,,
StatisticsRV,34,,,,,,,
StatisticsRV,35,,,,,,,
StatisticsRV,36,,,,,,,
StatisticsRV,37,,,,,
StatisticsRV,38,,,,,
StatisticsRV,39,,,,,
StatisticsRV,40,,,,,
StatisticsRV,41,,,,,
StatisticsRV,42,,,,,
StatisticsRV,43,,,,,
StatisticsRV,44,,,,,
StatisticsRV,45,,,,,
StatisticsRV,46,,,,,
StatisticsRV,47,,,,,
StatisticsRV,48,,,,,
StatisticsRV,49,,,,,
StatisticsRV,50,,,,,
StatisticsRV,51,,,,,
StatisticsRV,52,,,,,
StatisticsRV,53,,,,,
StatisticsRV,54,,,,,
StatisticsRV,55,,,,,
StatisticsRV,56,,,,,
StatisticsRV,57,,,,,
StatisticsRV,58,,,,,
StatisticsRV,59,,,,,
StatisticsRV,60,,,,,
StatisticsRV,61,,,,,
StatisticsRV,62,,,,,
StatisticsRV,63,,,,,
StatisticsRV,64,,,,,
StatisticsRV,65,,,,,
StatisticsRV,66,,,,,
StatisticsRV,67,,,,,
StatisticsRV,68,,,,,
StatisticsRV,69,,,,,
StatisticsRV,70,,,,,
StatisticsRV,71,,,,,
StatisticsRV,72,,,,,
StatisticsRV,73,,,,,
StatisticsRV,74,,,,,
StatisticsRV,75,,,,,
StatisticsRV,76,,,,,
StatisticsRV,77,,,,,
StatisticsRV,78,,,,,
StatisticsRV,79,,,,,
StatisticsRV,80,,,,,
StatisticsRV,81,,,,,
StatisticsRV,82,,,,,
StatisticsRV,83,,,,,
StatisticsRV,84,,,,,
StatisticsRV,85,,,,,
StatisticsRV,86,,,,,
StatisticsRV,87,,,,,
StatisticsRV,88,,,,,
StatisticsRV,89,,,,,
StatisticsRV,90,,,,,
StatisticsRV,91,,,,,
StatisticsRV,92,,,,,
StatisticsRV,93,,,,,
StatisticsRV,94,,,,,
StatisticsRV,95,,,,,
StatisticsRV,96,,,,,
StatisticsRV,97,,,,,
StatisticsRV,98,,,,,
StatisticsRV,99,,,,,
StatisticsRV,100,,,,,
StatisticsRV,101,,,,,
StatisticsRV,102,,,,,
StatisticsRV,103,,,,,
StatisticsRV,104,,,,,
StatisticsRV,105,,,,,
StatisticsRV,106,,,,,
StatisticsRV,107,,,,,
StatisticsRV,108,,,,,
StatisticsRV,109,,,,,
StatisticsRV,110,,,,,
StatisticsRV,111,,,,,
StatisticsRV,112,,,,,
StatisticsRV,113,,,,,
StatisticsRV,114,,,,,
StatisticsRV,115,,,,,
StatisticsRV,116,,,,,
StatisticsRV,117,,,,,
StatisticsRV,118,,,,,
StatisticsRV,119,,,,,
StatisticsRV,120,,,,,
StatisticsRV,121,,,,,
StatisticsRV,122,,,,,
StatisticsRV,123,,,,,
StatisticsRV,124,,,,,
StatisticsRV,125,,,,,
StatisticsRV,126,,,,,
StatisticsRV,127,,,,,
StatisticsRV,128,,,,,
StatisticsRV,129,,,,,
StatisticsRV,130,,,,,
StatisticsRV,131,,,,,
StatisticsRV,132,,,,,
StatisticsRV,133,,,,,
StatisticsRV,134,,,,,
StatisticsRV,135,,,,,
StatisticsRV,136,,,,,
StatisticsRV,137,,,,,
StatisticsRV,138,,,,,
StatisticsRV,139,,,,,
StatisticsRV,140,,,,,
StatisticsRV,141,,,,,
StatisticsRV,142,,,,,
StatisticsRV,143,,,,,
StatisticsRV,144,,,,,
StatisticsRV,145,,,,,
StatisticsRV,146,,,,,
StatisticsRV,147,,,,,
StatisticsRV,148,,,,,
StatisticsRV,149,,,,,
StatisticsRV,150,,,,,
StatisticsRV,151,,,,,
StatisticsRV,152,,,,,
StatisticsRV,153,,,,,
StatisticsRV,154,,,,,
StatisticsRV,155,,,,,
StatisticsRV,156,,,,,
StatisticsRV,157,,,,,
StatisticsRV,158,,,,,
StatisticsRV,159,,,,,
StatisticsRV,160,,,,,
StatisticsRV,161,,,,,
StatisticsRV,162,,,,,
StatisticsRV,163,,,,,
StatisticsRV,164,,,,,
StatisticsRV,165,,,,,
StatisticsRV,166,,,,,
StatisticsRV,167,,,,,
StatisticsRV,168,,,,,
StatisticsRV,169,,,,,
StatisticsRV,170,,,,,
StatisticsRV,171,,,,,
StatisticsRV,172,,,,,
StatisticsRV,173,,,,,
StatisticsRV,174,,,,,
StatisticsRV,175,,,,,
StatisticsRV,176,,,,,
StatisticsRV,177,,,,,
StatisticsRV,178,,,,,
StatisticsRV,179,,,,,
StatisticsRV,180,,,,,
StatisticsRV,181,,,,,
StatisticsRV,182,,,,,
StatisticsRV,183,,,,,
StatisticsRV,184,,,,,
StatisticsRV,185,,,,,
StatisticsRV,186,,,,,
StatisticsRV,187,,,,,
StatisticsRV,188,,,,,
StatisticsRV,189,,,,,
StatisticsRV,190,,,,,
StatisticsRV,191,,,,,
StatisticsRV,192,,,,,
StatisticsRV,193,,,,,
StatisticsRV,194,,,,,
StatisticsRV,195,,,,,
StatisticsRV,196,,,,,
StatisticsRV,197,,,,,
StatisticsRV,198,,,,,
StatisticsRV,199,,,,,
StatisticsRV,200,,,,,
StatisticsRV,201,,,,,
StatisticsRV,202,,,,,
StatisticsRV,203,,,,,
StatisticsRV,204,,,,,
StatisticsRV,205,,,,,
StatisticsRV,206,,,,,
StatisticsRV,207,,,,,
StatisticsRV,208,,,,,
StatisticsRV,209,,,,,
StatisticsRV,210,,,,,
StatisticsRV,211,,,,,
StatisticsRV,212,,,,,
StatisticsRV,213,,,,,
StatisticsRV,214,,,,,
StatisticsRV,215,,,,,
StatisticsRV,216,,,,,
StatisticsRV,217,,,,,
StatisticsRV,218,,,,,
StatisticsRV,219,,,,,
StatisticsRV,220,,,,,
StatisticsRV,221,,,,,
StatisticsRV,222,,,,,
StatisticsRV,223,,,,,
StatisticsRV,224,,,,,
StatisticsRV,225,,,,,
StatisticsRV,226,,,,,
StatisticsRV,227,,,,,
StatisticsRV,228,,,,,
StatisticsRV,229,,,,,
StatisticsRV,230,,,,,
StatisticsRV,231,,,,,
StatisticsRV,232,,,,,
StatisticsRV,233,,,,,
StatisticsRV,234,,,,,
StatisticsRV,235,,,,,
StatisticsRV,236,,,,,
StatisticsRV,237,,,,,
StatisticsRV,238,,,,,
StatisticsRV,239,,,,,
StatisticsRV,240,,,,,
StatisticsRV,241,,,,,
StatisticsRV,242,,,,,
StatisticsRV,243,,,,,
StatisticsRV,244,,,,,
StatisticsRV,245,,,,,
StatisticsRV,246,,,,,
StatisticsRV,247,,,,,
StatisticsRV,248,,,,,
StatisticsRV,249,,,,,
StatisticsRV,250,,,,,
StatisticsRV,251,,,,,
StatisticsRV,252,,,,,
StatisticsRV,253,,,,,
StatisticsRV,254,,,,,
StatisticsRV,255,,,,,
StatisticsRV,256,,,,,
StatisticsRV,257,,,,,
StatisticsRV,258,,,,,
StatisticsRV,259,,,,,
StatisticsRV,260,,,,,
StatisticsRV,261,,,,,
StatisticsRV,262,,,,,
StatisticsRV,263,,,,,
StatisticsRV,264,,,,,
StatisticsRV,265,,,,,
StatisticsRV,266,,,,,
StatisticsRV,267,,,,,
StatisticsRV,268,,,,,
StatisticsRV,269,,,,,
StatisticsRV,270,,,,,
StatisticsRV,271,,,,,
StatisticsRV,272,,,,,
StatisticsRV,273,,,,,
StatisticsRV,274,,,,,
StatisticsRV,275,,,,,
StatisticsRV,276,,,,,
StatisticsRV,277,,,,,
StatisticsRV,278,,,,,
StatisticsRV,279,,,,,
StatisticsRV,280,,,,,
StatisticsRV,281,,,,,
StatisticsRV,282,,,,,
StatisticsRV,283,,,,,
StatisticsRV,284,,,,,
StatisticsRV,285,,,,,
StatisticsRV,286,,,,,
StatisticsRV,287,,,,,
StatisticsRV,288,,,,,
StatisticsRV,289,,,,,
